minute_local,2025-03-24,2025-03-25,2025-03-26,2025-03-27
02:12,0.0,0.0,0.0,0.0
02:13,0.0,0.0,0.0,0.0
02:14,0.0,0.0,0.0,0.0
02:15,0.0,0.0,0.0,0.0
02:16,0.0,0.0,0.0,0.0
02:17,0.0,0.0,0.0,0.0
02:18,0.0,0.0,0.0,0.0
02:19,0.0,0.0,0.0,0.0
02:20,0.0,0.0,0.0,0.0
02:21,0.0,0.0,0.0,0.0
02:22,0.0,0.0,0.0,0.0
02:23,0.0,0.0,0.0,0.0
02:24,0.0,0.0,0.0,0.0
02:25,0.0,0.0,0.0,0.0
02:26,0.0,0.0,0.0,0.0
02:27,0.0,0.0,0.0,0.0
02:28,0.0,0.0,0.0,0.0
02:29,0.0,0.0,0.0,0.0
02:30,0.0,0.0,0.0,0.0
02:31,0.0,0.0,0.0,0.0
02:32,0.0,0.0,0.0,0.0
02:33,0.0,0.0,0.0,0.0
02:34,0.0,0.0,0.0,0.0
02:35,0.0,0.0,0.0,0.0
02:36,0.0,0.0,0.0,0.0
02:37,0.0,0.0,0.0,0.0
02:38,0.0,0.0,0.0,0.0
02:39,0.0,0.0,0.0,0.0
02:40,0.0,0.0,0.0,0.0
02:41,0.0,0.0,0.0,0.0
02:42,0.0,0.0,0.0,0.0
02:43,0.0,0.0,0.0,0.0
02:44,0.0,0.0,0.0,0.0
02:45,0.0,0.0,0.0,0.0
02:46,0.0,0.0,0.0,0.0
02:47,0.0,0.0,0.0,0.0
02:48,0.0,0.0,0.0,0.0
02:49,0.0,0.0,0.0,0.0
02:50,0.0,0.0,0.0,0.0
02:51,0.0,0.0,0.0,0.0
02:52,0.0,0.0,0.0,0.0
02:53,0.0,0.0,0.0,0.0
02:54,0.0,0.0,0.0,0.0
02:55,0.0,0.0,0.0,0.0
02:56,0.0,0.0,0.0,0.0
02:57,0.0,0.0,0.0,0.0
02:58,0.0,0.0,0.0,0.0
02:59,0.0,0.0,0.0,0.0
03:00,0.0,0.0,0.0,0.0
03:01,0.0,0.0,0.0,0.0
03:02,0.0,0.0,0.0,0.0
03:03,0.0,0.0,0.0,0.0
03:04,0.0,0.0,0.0,0.0
03:05,0.0,0.0,0.0,0.0
03:06,0.0,0.0,0.0,0.0
03:07,0.0,0.0,0.0,0.0
03:08,0.0,0.0,0.0,0.0
03:09,0.0,0.0,0.0,0.0
03:10,0.0,0.0,0.0,0.0
03:11,0.0,0.0,0.0,0.0
03:12,0.0,0.0,0.0,0.0
03:13,0.0,0.0,0.0,0.0
03:14,0.0,0.0,0.0,0.0
03:15,0.0,0.0,0.0,0.0
03:16,0.0,0.0,0.0,0.0
03:17,0.0,0.0,0.0,0.0
03:18,0.0,0.0,0.0,0.0
03:19,0.0,0.0,0.0,0.0
03:20,0.0,0.0,0.0,0.0
03:21,0.0,0.0,0.0,0.0
03:22,0.0,0.0,0.0,0.0
03:23,0.0,0.0,0.0,0.0
03:24,0.0,0.0,0.0,0.0
03:25,0.0,0.0,0.0,0.0
03:26,0.0,0.0,0.0,0.0
03:27,0.0,0.0,0.0,0.0
03:28,0.0,0.0,0.0,0.0
03:29,0.0,0.0,0.0,0.0
03:30,0.0,0.0,0.0,0.0
03:31,0.0,0.0,0.0,0.0
03:32,0.0,0.0,0.0,0.0
03:33,0.0,0.0,0.0,0.0
03:34,0.0,0.0,0.0,0.0
03:35,0.0,0.0,0.0,0.0
03:36,0.0,0.0,0.0,0.0
03:37,0.0,0.0,0.0,0.0
03:38,0.0,0.0,0.0,0.0
03:39,0.0,0.0,0.0,0.0
03:40,0.0,0.0,0.0,0.0
03:41,0.0,0.0,0.0,0.0
03:42,0.0,0.0,0.0,0.0
03:43,0.0,0.0,0.0,0.0
03:44,0.0,0.0,0.0,0.0
03:45,0.0,0.0,0.0,0.0
03:46,0.0,0.0,0.0,0.0
03:47,0.0,0.0,0.0,0.0
03:48,0.0,0.0,0.0,0.0
03:49,0.0,0.0,0.0,0.0
03:50,0.0,0.0,0.0,0.0
03:51,0.0,0.0,0.0,0.0
03:52,0.0,0.0,0.0,0.0
03:53,0.0,0.0,0.0,0.0
03:54,0.0,0.0,0.0,0.0
03:55,0.0,0.0,0.0,0.0
03:56,0.0,0.0,0.0,0.0
03:57,0.0,0.0,0.0,0.0
03:58,0.0,0.0,0.0,0.0
03:59,0.0,0.0,0.0,0.0
04:00,0.0,0.0,0.0,0.0
04:01,0.0,0.0,0.0,0.0
04:02,0.0,0.0,0.0,0.0
04:03,0.0,0.0,0.0,0.0
04:04,0.0,0.0,0.0,0.0
04:05,0.0,0.0,0.0,0.0
04:06,0.0,0.0,0.0,0.0
04:07,0.0,0.0,0.0,0.0
04:08,0.0,0.0,0.0,0.0
04:09,0.0,0.0,0.0,0.0
04:10,0.0,0.0,0.0,0.0
04:11,0.0,0.0,0.0,0.0
04:12,0.0,0.0,0.0,0.0
04:13,0.0,0.0,0.0,0.0
04:14,0.0,0.0,0.0,0.0
04:15,0.0,0.0,0.0,0.0
04:16,0.0,0.0,0.0,0.0
04:17,0.0,0.0,0.0,0.0
04:18,0.0,0.0,0.0,0.0
04:19,0.0,0.0,0.0,0.0
04:20,0.0,0.0,0.0,0.0
04:21,0.0,0.0,0.0,0.0
04:22,0.0,0.0,0.0,0.0
04:23,0.0,0.0,0.0,0.0
04:24,0.0,0.0,0.0,0.0
04:25,0.0,0.0,0.0,0.0
04:26,0.0,0.0,0.0,0.0
04:27,0.0,0.0,0.0,0.0
04:28,0.0,0.0,0.0,0.0
04:29,0.0,0.0,0.0,0.0
04:30,0.0,0.0,0.0,0.0
04:31,0.0,0.0,0.0,0.0
04:32,0.0,0.0,0.0,0.0
04:33,0.0,0.0,0.0,0.0
04:34,0.0,0.0,0.0,0.0
04:35,0.0,0.0,0.0,0.0
04:36,0.0,0.0,0.0,0.0
04:37,0.0,0.0,0.0,0.0
04:38,0.0,0.0,0.0,0.0
04:39,0.0,0.0,0.0,0.0
04:40,0.0,0.0,0.0,0.0
04:41,0.0,0.0,0.0,0.0
04:42,0.0,0.0,0.0,0.0
04:43,0.0,0.0,0.0,0.0
04:44,0.0,0.0,0.0,0.0
04:45,0.0,0.0,0.0,0.0
04:46,0.0,0.0,0.0,0.0
04:47,0.0,0.0,0.0,0.0
04:48,0.0,0.0,0.0,0.0
04:49,0.0,0.0,0.0,0.0
04:50,0.0,0.0,0.0,0.0
04:51,0.0,0.0,0.0,0.0
04:52,0.0,0.0,0.0,0.0
04:53,0.0,0.0,0.0,0.0
04:54,0.0,0.0,0.0,0.0
04:55,0.0,0.0,0.0,0.0
04:56,0.0,0.0,0.0,0.0
04:57,0.0,0.0,0.0,0.0
04:58,0.0,0.0,0.0,0.0
04:59,0.0,0.0,0.0,0.0
05:00,0.0,0.0,0.0,0.0
05:01,0.0,0.0,0.0,0.0
05:02,0.0,0.0,0.0,0.0
05:03,0.0,0.0,0.0,0.0
05:04,0.0,0.0,0.0,0.0
05:05,0.0,0.0,0.0,0.0
05:06,0.0,0.0,0.0,0.0
05:07,0.0,0.0,0.0,0.0
05:08,0.0,0.0,0.0,0.0
05:09,0.0,0.0,0.0,0.0
05:10,0.0,0.0,0.0,0.0
05:11,0.0,0.0,0.0,0.0
05:12,0.0,0.0,0.0,0.0
05:13,0.0,0.0,0.0,0.0
05:14,0.0,0.0,0.0,0.0
05:15,0.0,0.0,0.0,0.0
05:16,0.0,0.0,0.0,0.0
05:17,0.0,0.0,0.0,0.0
05:18,0.0,0.0,0.0,0.0
05:19,0.0,0.0,0.0,0.0
05:20,0.0,0.0,0.0,0.0
05:21,0.0,0.0,0.0,0.0
05:22,0.0,0.0,0.0,0.0
05:23,0.0,0.0,0.0,0.0
05:24,0.0,0.0,0.0,0.0
05:25,0.0,0.0,0.0,0.0
05:26,0.0,0.0,0.0,0.0
05:27,0.0,0.0,0.0,0.0
05:28,0.0,0.0,0.0,0.0
05:29,0.0,0.0,0.0,0.0
05:30,0.0,0.0,0.0,0.0
05:31,0.0,0.0,0.0,0.0
05:32,0.0,0.0,0.0,0.0
05:33,0.0,0.0,0.0,0.0
05:34,0.0,0.0,0.0,0.0
05:35,0.0,0.0,0.0,0.0
05:36,0.0,0.0,0.0,0.0
05:37,0.0,,0.0,0.04
05:38,0.0,,0.0,0.04
05:39,0.0,,0.0,0.04
05:40,0.0,,0.0,0.04
05:41,0.0,,0.0,0.04
05:42,0.0,,0.0,0.04
05:43,0.0,,0.0,0.04
05:44,0.0,,0.0,0.04
05:45,0.0,,0.0,0.04
05:46,0.0,,0.0,0.04
05:47,0.0,,0.0,0.04
05:48,0.0,,0.0,0.04
05:49,0.0,,0.0,0.04
05:50,0.0,,0.0,0.04
05:51,0.0,,0.0,0.04
05:52,0.0,,0.0,0.04
05:53,0.0,,0.0,0.0
05:54,0.0,,0.0,0.04
05:55,0.0,,0.0,0.04
05:56,0.0,,0.0,0.04
05:57,0.0,,0.0,0.04
05:58,0.0,,0.0,0.04
05:59,0.0,,0.0,0.04
06:00,0.0,,0.0,-4.82
06:01,0.0,,0.0,-4.79
06:02,0.0,,0.0,-4.81
06:03,0.0,,0.0,-4.82
06:04,0.0,,0.0,-4.82
06:05,0.0,,0.0,-4.79
06:06,0.0,,0.0,-4.8
06:07,0.0,,0.0,-4.81
06:08,0.0,,0.0,-4.82
06:09,0.0,,0.0,-4.83
06:10,0.0,,0.0,-4.79
06:11,0.0,,0.0,-4.8
06:12,0.0,,0.0,-4.81
06:13,0.0,,0.0,-4.81
06:14,0.03,,0.0,-4.82
06:15,0.03,,0.0,-4.79
06:16,0.03,,0.0,-4.8
06:17,0.03,,0.0,-4.81
06:18,0.03,,0.0,-4.82
06:19,0.03,,0.0,-4.83
06:20,0.03,,0.0,-4.84
06:21,0.03,,0.0,-4.8
06:22,0.03,,0.0,-4.94
06:23,0.03,,0.0,-4.82
06:24,0.03,,0.0,-4.83
06:25,0.03,,0.0,-4.8
06:26,0.03,,0.0,-1.92
06:27,0.03,,0.0,0.0
06:28,0.03,,0.0,0.0
06:29,0.03,,0.0,0.0
06:30,0.03,,0.0,0.0
06:31,0.03,,0.0,0.0
06:32,0.03,,0.0,0.0
06:33,0.03,,0.0,0.0
06:34,0.03,,0.0,0.0
06:35,0.03,,0.0,0.0
06:36,0.03,,0.0,0.0
06:37,0.03,,0.0,0.0
06:38,0.03,,0.0,0.0
06:39,0.03,,0.0,0.0
06:40,0.03,,0.0,0.0
06:41,0.03,,0.0,0.0
06:42,0.03,,0.0,0.0
06:43,0.03,,0.0,0.0
06:44,0.03,,0.0,0.0
06:45,0.03,,0.0,0.0
06:46,0.03,,0.0,-0.04
06:47,0.03,,0.0,0.0
06:48,0.03,,0.0,0.0
06:49,0.03,,0.0,0.0
06:50,0.03,,0.0,-0.04
06:51,0.03,,0.0,0.0
06:52,0.03,,0.0,0.0
06:53,0.03,,0.0,0.0
06:54,0.03,,0.0,0.0
06:55,0.03,,0.0,0.0
06:56,0.03,,0.0,0.0
06:57,0.03,,0.0,0.0
06:58,0.03,,0.0,-0.04
06:59,0.03,,0.0,0.0
07:00,0.03,,0.0,0.0
07:01,0.03,,0.0,0.0
07:02,0.03,,0.0,0.0
07:03,0.03,,0.0,0.0
07:04,0.03,,0.0,0.0
07:05,0.03,,0.0,-0.04
07:06,0.03,0.03,0.0,0.0
07:07,,0.03,0.0,-0.04
07:08,,0.03,0.0,0.0
07:09,,0.03,0.0,0.0
07:10,,0.03,0.0,0.0
07:11,,0.03,0.0,0.0
07:12,,0.03,0.0,0.0
07:13,,0.03,0.0,0.0
07:14,,0.03,0.0,0.0
07:15,,0.03,0.0,0.0
07:16,,0.03,0.0,0.0
07:17,,0.03,0.0,0.0
07:18,,0.03,0.0,-0.04
07:19,,0.03,0.0,0.0
07:20,,0.03,0.0,-0.04
07:21,,0.03,0.0,-0.04
07:22,,0.03,0.0,-0.04
07:23,,0.03,0.0,-0.04
07:24,,0.03,0.0,0.0
07:25,,0.03,0.0,-0.04
07:26,,0.03,0.0,-0.02
07:27,,0.03,0.0,0.0
07:28,,0.03,0.0,0.0
07:29,,0.03,0.0,-0.04
07:30,,0.03,0.0,-0.04
07:31,,0.03,0.0,0.0
07:32,,0.03,0.0,-0.04
07:33,,0.03,0.0,-0.04
07:34,,0.03,0.0,-0.04
07:35,,0.03,0.0,-0.08
07:36,,0.03,0.0,-0.04
07:37,,0.03,0.0,-0.04
07:38,,0.03,0.0,-0.08
07:39,,0.03,0.0,-0.04
07:40,,0.03,0.0,-0.04
07:41,,0.03,0.0,-0.04
07:42,,0.03,0.0,-0.04
07:43,,0.03,0.0,-0.04
07:44,,0.03,0.0,-0.04
07:45,,0.03,0.0,-0.04
07:46,,0.03,0.0,-0.08
07:47,,0.03,0.0,-0.04
07:48,,0.03,0.0,0.0
07:49,,0.03,0.0,0.0
07:50,,0.03,0.0,0.0
07:51,,0.03,0.0,0.0
07:52,,0.03,0.0,0.0
07:53,,0.03,0.0,0.0
07:54,,-0.03,0.0,-0.04
07:55,,0.03,0.0,0.0
07:56,,0.03,0.0,-0.04
07:57,,0.03,0.0,-0.04
07:58,,0.03,0.0,-0.04
07:59,,0.03,0.0,-0.06
08:00,,0.03,0.0,-0.04
08:01,,0.03,0.0,-0.08
08:02,,0.03,0.0,-0.04
08:03,,0.03,0.0,-0.04
08:04,,0.03,0.0,-0.04
08:05,,0.03,0.0,-0.04
08:06,,0.03,0.0,-0.04
08:07,,0.03,0.0,-0.04
08:08,,0.03,0.0,-0.04
08:09,,0.03,0.0,-0.04
08:10,,0.03,0.0,-0.04
08:11,,0.03,0.0,0.0
08:12,,0.03,0.0,-0.08
08:13,,0.03,0.0,-0.04
08:14,,0.03,0.0,-0.04
08:15,,0.03,0.0,-0.04
08:16,,0.03,0.0,0.0
08:17,,0.03,0.0,0.0
08:18,,0.03,0.0,0.0
08:19,,0.03,0.0,0.0
08:20,,0.03,0.0,0.0
08:21,,0.03,0.0,-0.04
08:22,,0.03,0.0,-0.08
08:23,,0.03,0.0,-0.08
08:24,,0.03,0.0,-0.04
08:25,,-0.03,0.0,-0.04
08:26,,0.03,0.0,-0.04
08:27,,0.03,0.0,0.0
08:28,,0.03,0.0,0.0
08:29,,0.03,0.0,-0.04
08:30,,0.03,0.0,0.0
08:31,,0.03,0.0,-0.04
08:32,,0.03,0.0,-0.04
08:33,,0.03,0.0,-0.04
08:34,,0.03,0.0,-0.04
08:35,,0.03,0.0,0.0
08:36,,0.03,0.0,0.0
08:37,,0.03,0.0,0.0
08:38,,0.03,0.0,0.0
08:39,,0.03,0.0,0.0
08:40,,0.03,0.0,0.0
08:41,,0.03,0.0,0.0
08:42,,0.03,0.0,0.0
08:43,,0.03,0.0,0.0
08:44,,0.03,0.0,0.0
08:45,,0.03,0.0,0.0
08:46,,0.03,0.0,0.0
08:47,,0.03,0.0,0.0
08:48,,0.03,0.0,0.0
08:49,,0.03,0.0,0.0
08:50,,0.03,0.0,-0.04
08:51,,0.03,0.0,0.0
08:52,,0.03,0.0,0.0
08:53,,0.03,0.0,0.08
08:54,,0.03,0.0,0.08
08:55,,0.03,0.0,0.12
08:56,,-0.11,0.0,0.0
08:57,,0.03,0.0,0.12
08:58,,0.03,0.0,0.12
08:59,,0.03,0.0,0.12
09:00,,0.03,0.0,0.08
09:01,,0.03,0.0,0.08
09:02,,0.03,0.0,0.12
09:03,,0.03,0.0,0.12
09:04,,0.03,0.0,0.04
09:05,,0.03,0.0,0.04
09:06,,0.03,0.0,0.04
09:07,,0.03,0.0,0.08
09:08,,0.03,0.0,0.08
09:09,,0.03,0.0,0.12
09:10,,0.03,0.0,0.0
09:11,,0.03,0.0,0.0
09:12,,0.03,0.0,0.08
09:13,,0.03,0.0,0.04
09:14,,0.03,0.0,0.12
09:15,,0.03,0.0,0.12
09:16,,0.03,0.0,0.16
09:17,,0.03,0.0,0.12
09:18,,0.03,0.0,0.12
09:19,,0.03,0.0,0.12
09:20,,0.03,0.0,0.08
09:21,,0.03,0.0,0.16
09:22,,0.03,0.0,0.2
09:23,,0.03,0.0,0.2
09:24,,0.03,0.0,0.2
09:25,,0.03,0.0,0.12
09:26,,0.03,0.0,0.2
09:27,,0.0,0.0,0.16
09:28,,0.03,0.0,0.12
09:29,,0.03,0.0,0.16
09:30,,0.03,0.0,0.16
09:31,,0.03,0.0,0.16
09:32,,0.03,0.0,0.16
09:33,,0.03,0.0,0.04
09:34,,0.03,0.0,0.16
09:35,,0.03,0.0,0.16
09:36,,0.03,0.0,0.16
09:37,,0.03,0.0,0.2
09:38,,0.0,0.0,0.16
09:39,0.0,0.0,0.0,0.16
09:40,0.29,0.0,0.0,0.16
09:41,0.2,0.0,0.0,0.2
09:42,-0.02,0.0,0.0,0.16
09:43,0.0,0.0,0.0,0.2
09:44,-0.04,0.0,0.0,0.2
09:45,-0.04,0.0,0.0,0.16
09:46,0.0,0.0,0.0,0.2
09:47,0.0,0.0,0.0,0.2
09:48,0.04,0.0,0.0,0.08
09:49,0.29,0.0,0.0,0.16
09:50,0.29,0.0,0.0,0.12
09:51,0.16,0.0,0.0,0.16
09:52,0.0,0.0,0.0,0.2
09:53,0.0,0.0,0.0,0.12
09:54,0.0,0.0,0.0,0.24
09:55,0.0,0.0,0.0,0.24
09:56,0.33,0.0,0.0,0.2
09:57,0.33,0.0,0.0,0.2
09:58,-0.04,0.0,0.0,0.12
09:59,0.0,0.0,0.0,0.12
10:00,0.39,0.0,0.0,0.04
10:01,0.0,0.0,0.0,0.04
10:02,0.0,0.0,0.0,0.04
10:03,0.0,0.0,0.0,0.0
10:04,0.0,0.0,0.0,0.0
10:05,0.0,0.0,0.0,0.04
10:06,0.0,0.0,0.0,0.12
10:07,0.0,0.0,0.0,0.08
10:08,0.0,0.0,0.0,0.0
10:09,0.0,0.0,0.0,0.12
10:10,0.0,0.0,0.0,0.0
10:11,0.0,0.0,0.0,0.24
10:12,0.45,0.0,0.0,0.24
10:13,0.0,0.0,0.0,0.24
10:14,0.0,0.0,0.0,0.29
10:15,0.0,0.0,0.0,0.2
10:16,0.49,-0.03,0.0,0.12
10:17,0.0,0.0,0.0,0.24
10:18,0.0,0.0,0.0,0.24
10:19,0.0,0.0,0.0,0.2
10:20,0.0,0.0,0.0,0.29
10:21,0.0,0.0,0.0,0.33
10:22,0.41,0.0,0.0,0.33
10:23,0.16,0.0,0.0,0.12
10:24,0.41,0.0,0.0,0.16
10:25,0.49,0.0,0.0,0.12
10:26,0.47,0.0,0.0,0.08
10:27,0.33,0.0,0.0,0.0
10:28,0.37,0.0,0.0,0.0
10:29,0.04,0.0,0.0,0.0
10:30,0.0,0.0,0.0,0.0
10:31,0.0,0.0,0.0,0.24
10:32,0.0,0.0,0.0,0.28
10:33,0.0,0.0,0.0,0.28
10:34,0.0,0.0,0.0,0.16
10:35,0.0,0.0,0.0,0.28
10:36,0.0,0.0,0.0,0.28
10:37,0.53,0.0,0.0,0.28
10:38,0.0,0.0,0.0,0.28
10:39,0.0,0.0,0.0,0.33
10:40,0.2,0.0,0.0,0.24
10:41,0.0,0.0,0.0,0.28
10:42,0.0,0.0,0.0,0.28
10:43,0.0,0.0,0.0,0.28
10:44,0.0,0.0,0.0,0.28
10:45,0.49,0.0,0.0,0.28
10:46,0.49,0.0,0.0,0.28
10:47,0.53,0.0,0.0,0.28
10:48,0.57,0.0,0.0,0.33
10:49,0.04,0.0,0.0,0.28
10:50,0.04,0.0,0.0,0.24
10:51,0.53,0.0,0.0,0.12
10:52,0.08,0.0,0.0,0.2
10:53,0.0,0.0,0.0,0.24
10:54,0.0,0.0,0.0,0.24
10:55,0.0,0.0,0.0,0.24
10:56,0.0,0.0,0.0,0.24
10:57,0.37,0.0,0.0,0.28
10:58,0.0,0.0,0.0,0.32
10:59,0.53,0.0,0.0,0.28
11:00,0.49,0.0,0.0,2.54
11:01,0.0,0.0,0.0,2.54
11:02,0.0,-0.03,0.0,2.53
11:03,0.0,0.0,0.0,2.53
11:04,0.0,0.0,0.0,2.53
11:05,0.0,0.0,0.0,2.57
11:06,0.0,0.0,0.0,2.56
11:07,0.0,0.0,0.0,2.52
11:08,0.0,-0.03,0.0,2.52
11:09,0.0,-0.03,0.0,2.52
11:10,0.0,-0.03,0.0,2.51
11:11,0.0,-0.03,0.0,2.59
11:12,0.0,-0.03,0.0,2.31
11:13,0.0,-0.03,0.0,2.31
11:14,0.0,0.0,0.0,2.43
11:15,0.0,0.0,0.0,2.34
11:16,0.0,0.0,0.0,2.34
11:17,0.0,-0.03,0.0,2.5
11:18,0.24,-0.03,0.0,2.34
11:19,0.04,0.0,0.0,2.58
11:20,0.04,0.0,0.0,2.57
11:21,0.12,0.0,0.0,2.57
11:22,0.0,0.0,0.0,2.33
11:23,0.0,0.0,0.0,2.57
11:24,0.0,0.0,0.0,2.4
11:25,0.0,0.0,0.0,2.6
11:26,0.0,0.0,0.0,2.6
11:27,0.0,0.0,0.0,2.52
11:28,0.49,0.0,0.0,2.64
11:29,0.53,-0.03,0.0,2.59
11:30,0.53,0.0,0.0,2.59
11:31,0.04,0.0,0.0,2.51
11:32,0.04,0.0,0.0,2.55
11:33,0.53,0.0,0.0,2.54
11:34,0.53,-0.03,0.0,2.54
11:35,0.12,-0.03,0.0,2.58
11:36,0.04,-0.03,0.0,2.58
11:37,0.08,0.0,0.0,2.58
11:38,0.0,0.0,0.0,2.57
11:39,0.0,0.0,0.0,2.61
11:40,0.04,0.0,0.0,2.61
11:41,0.41,0.0,0.0,2.61
11:42,0.0,0.0,0.0,2.64
11:43,0.0,0.0,0.0,2.6
11:44,0.53,0.0,0.0,2.6
11:45,0.28,0.0,0.0,2.56
11:46,0.04,-0.03,0.0,2.56
11:47,0.36,0.0,0.0,2.6
11:48,0.0,0.0,0.0,2.63
11:49,0.0,0.0,0.0,2.63
11:50,0.0,0.0,0.0,2.59
11:51,0.0,0.0,0.0,2.63
11:52,0.0,-0.03,0.0,2.63
11:53,0.0,-0.03,0.0,2.62
11:54,0.0,-0.03,0.0,2.62
11:55,0.0,-0.03,0.0,2.58
11:56,0.0,0.0,0.0,2.62
11:57,0.08,0.0,0.0,2.62
11:58,0.45,0.0,0.0,2.61
11:59,0.36,0.0,0.0,2.61
12:00,0.0,-0.03,0.0,2.61
12:01,0.57,-0.03,0.0,0.43
12:02,0.57,-0.03,0.0,0.39
12:03,0.04,-0.03,0.0,0.43
12:04,0.57,0.0,0.0,0.39
12:05,0.57,0.0,0.0,0.39
